Itinerary: ['earth', 'venus', 'JUPITER_BARYCENTER', 'pluto']
case #: launch date, tof of each leg
11103 : 2027-02-20, [0.22778406950455291, 1.526202833012674, 8.9960130974827734]
11104 : 2027-02-20, [0.22381790347761032, 1.5439200995293709, 9.2322619969930191]
11105 : 2027-02-20, [0.20926193987690198, 1.5330172533703026, 9.5077208067527952]
11106 : 2027-02-20, [0.20409711852521284, 1.5522180604256448, 9.7436848210491416]
11107 : 2027-02-20, [0.19282506661553539, 1.5552842230367316, 10.001890710347734]
11108 : 2027-02-20, [0.17759198741192969, 1.5488348164650811, 10.273573196122989]
11109 : 2027-02-20, [0.21225427335654257, 1.6623176417327603, 10.375428084910697]
11110 : 2027-02-20, [0.20816483705178976, 1.6819867234437658, 10.609848439504445]
11111 : 2027-02-20, [0.19459052736281834, 1.6752573123487691, 10.880152160288414]
11112 : 2027-02-20, [0.20167420934365737, 1.7262990448671169, 11.072026745789225]
11113 : 2027-02-20, [0.20559590509681522, 1.7660144293089282, 11.278389665594256]
11114 : 2027-02-20, [0.20002323196719354, 1.7823917013795934, 11.517585066653215]
11115 : 2027-02-20, [0.19746551293198458, 1.8094847526602458, 11.743049734407771]
11116 : 2027-02-20, [0.19109579767510884, 1.8255620331693962, 11.983342169155495]
11117 : 2027-02-20, [0.18779342769651036, 1.851812056787824, 12.210394515515667]
11118 : 2027-02-20, [0.18414571133404306, 1.87548414898811, 12.440370139677848]
11119 : 2027-02-20, [0.17649117266051798, 1.8901995379636838, 12.683309289375797]
11120 : 2027-02-20, [0.16847520574933886, 1.9064577433292427, 12.92506705092142]
11121 : 2027-02-20, [0.15977096655045547, 1.9194862537107258, 13.17074277973882]
11122 : 2027-02-20, [0.16265494297551872, 1.9634730691636941, 13.373871987860786]
11123 : 2027-02-20, [0.4078874620232964, 2.5414936500767027, 12.800618887900001]
11124 : 2027-02-20, [0.26769932988306255, 2.2671280499828272, 13.46517262013411]
